tool_long_description,tool,NUMBER_OF_SAMPLES,nb_of_found_PanVar,recall_PVR,recall_AvgAR
medaka_NZ_LM995446.1,medaka,3,14933.0,0.3504823151125402,0.3818308415675005
medaka_NZ_LT632320.1,medaka,3,22672.0,0.5321191353533457,0.5697577080448585
medaka_NZ_CP018109.1,medaka,3,16521.0,0.38775318609618137,0.4286932507177976
medaka_NC_017646.1,medaka,3,19902.0,0.4671063440279766,0.5096736842928894
medaka_CP018206.1,medaka,3,18023.0,0.42300560940690496,0.4607145930637418
medaka_NZ_CP011134.1,medaka,3,17599.0,0.4130541929729857,0.4555041816289998
medaka_NZ_CP008697.1,medaka,3,19524.0,0.4582345623958504,0.5011617809280237
medaka_CP010230.1,medaka,3,15850.0,0.3720046001830685,0.4009043897325154
medaka_NC_010498.1,medaka,3,22207.0,0.5212054357265238,0.5614022734918421
medaka_NZ_CP015228.1,medaka,3,17917.000000000004,0.4205177552984252,0.4646028430383184
medaka_NZ_CP009859.1,medaka,3,20773.0,0.4875489942967118,0.5320487243880181
medaka_NZ_HG941718.1,medaka,3,22715.0,0.5331283591898045,0.5741779519797341
medaka_CU928163.2,medaka,3,21326.000000000004,0.5005280822400076,0.5369774919614225
medaka_NC_011742.1,medaka,3,20724.0,0.4863989485295843,0.5273155428294438
medaka_CP010171.1,medaka,3,16065.0,0.3770507193653625,0.4059035682712495
medaka_NC_007779.1,medaka,3,15265.999999999998,0.3582979322646513,0.3880270065169215
medaka_NZ_CP016007.1,medaka,3,22421.000000000004,0.5262280845870397,0.5572558499777114
medaka_NZ_CP013483.1,medaka,3,16567.0,0.3888328208979745,0.4280673754703829
medaka_CP010116.1,medaka,3,16479.0,0.3867674325815007,0.4218242698774073
medaka_CP010226.1,medaka,3,14897.0,0.3496373835285282,0.37726195226136217
medaka_CP010170.1,medaka,3,15633.0,0.3669115403572183,0.3921656065904613
nanopolish_NC_011993.1,nanopolish,3,16074.0,0.3772619522613655,0.410597632626876
nanopolish_NC_022648.1,nanopolish,3,20426.0,0.4794047926397071,0.5338950563679035
nanopolish_CP010121.1,nanopolish,3,15032.0,0.35280587696857324,0.39370682438722027
nanopolish_NZ_LM995446.1,nanopolish,3,13418.0,0.31492477761870113,0.34857339560790995
nanopolish_NZ_LT632320.1,nanopolish,3,20528.0,0.4817987654610745,0.5324164260958845
nanopolish_NZ_CP018109.1,nanopolish,3,14332.0,0.33637665172389514,0.3854530945619099
nanopolish_NC_017646.1,nanopolish,3,17253.000000000004,0.4049334616377591,0.4611370588557475
nanopolish_CP018206.1,nanopolish,3,15445.0,0.3624991198629333,0.4098387588893793
nanopolish_NZ_CP011134.1,nanopolish,3,15502.000000000002,0.3638369282042857,0.4173727321801519
nanopolish_NZ_CP008697.1,nanopolish,3,17205.0,0.4038068861924097,0.4579842122968882
nanopolish_CP010230.1,nanopolish,3,14123.999999999998,0.3314948247940479,0.3625773542688532
nanopolish_NC_010498.1,nanopolish,3,19889.000000000004,0.4668012298448612,0.5187019347368729
nanopolish_NZ_CP015228.1,nanopolish,3,15733.0,0.3692585725350295,0.4204395208924966
nanopolish_NZ_CP009859.1,nanopolish,3,18187.000000000004,0.4268547421785153,0.4817909420204832
nanopolish_NZ_HG941718.1,nanopolish,3,20689.000000000004,0.4855774872673505,0.5356240367388938
nanopolish_CU928163.2,nanopolish,3,18832.000000000004,0.4419930997253973,0.4910382488010618
nanopolish_NC_011742.1,nanopolish,3,18458.0,0.4332151993803835,0.4860390702623332
nanopolish_CP010171.1,nanopolish,3,14356.0,0.3369399394465698,0.3718324844900199
nanopolish_NC_007779.1,nanopolish,3,13685.999999999998,0.32121482385523503,0.3554501998888964
nanopolish_NZ_CP016007.1,nanopolish,3,20521.0,0.4816344732086277,0.5223241877312834
nanopolish_NZ_CP013483.1,nanopolish,3,14665.0,0.3441922688760063,0.3937302947089945
nanopolish_CP010116.1,nanopolish,3,14145.000000000002,0.3319877015513883,0.37619796434074415
nanopolish_CP010226.1,nanopolish,3,13090.0,0.3072265120754806,0.3395999092480813
