,Unnamed: 0,tool,coverage,coverage_threshold,strand_bias_threshold,gaps_threshold,step_GT,error_rate,nb_of_correct_calls,nb_of_total_calls,recalls_wrt_truth_probes,nbs_of_truth_probes_found,nbs_of_truth_probes_in_total,recalls_wrt_variants_where_all_allele_seqs_were_found,recalls_wrt_variants_found_wrt_alleles,nbs_variants_where_all_allele_seqs_were_found,nbs_variants_found_wrt_alleles,nbs_variants_total,tool_long_name
14,14,medaka,100x,0,Not_App,Not_App,3,0.1652670132005437,1785168.312899185,2138610.0,0.9082330559489344,6299816,6936343,0.8010884683810447,0.8101596089001086,495313,500921.6861829372,618300,medaka_NC_011742.1
15,15,medaka,100x,0,Not_App,Not_App,4,0.14462494622322408,1764264.9370429884,2062563.0,0.9080190144738548,6283675,6920202,0.7969625658070307,0.8070530323552206,492750,498988.78410974756,618285,medaka_NC_011742.1
16,16,medaka,100x,0,Not_App,Not_App,5,0.11469409897739904,1718843.5394829053,1941525.0,0.9074004892072683,6237451,6873978,0.7861280371911855,0.7991182081973375,485993,494023.6666078842,618211,medaka_NC_011742.1
17,17,medaka,100x,0,Not_App,Not_App,6,0.08446928808282228,1504758.038330666,1643591.0,0.903692746139703,5972809,6609336,0.743213253801889,0.7630639117083143,459146,471409.43869472103,617785,medaka_NC_011742.1
18,18,medaka,100x,0,Not_App,Not_App,7,0.3979261854544511,54428.676982546705,90402.0,0.8629043826091302,4006415,4642942,0.06337840467403266,0.523069965661495,38759,319882.9144303216,611549,medaka_NC_011742.1
19,19,medaka,100x,0,Not_App,Not_App,8,0.6704432393831672,6579.271168954449,19964.0,0.8595794621889894,3896478,4533005,0.0149523423806018,0.508011940623317,9119,309821.75023988297,609871,medaka_NC_011742.1
20,20,medaka,100x,0,Not_App,Not_App,9,0.7648114936764564,2784.6319148707566,11840.0,0.8593523411373085,3889158,4525685,0.00999079665529783,0.5068756495478393,6090,308971.62781403045,609561,medaka_NC_011742.1
21,21,medaka,100x,0,Not_App,Not_App,10,0.7956348457036879,1954.343970535632,9563.0,0.8593284383621707,3888389,4524916,0.009624361151445049,0.5067380812905369,5866,308854.3268561758,609495,medaka_NC_011742.1
22,22,medaka,100x,0,Not_App,Not_App,0,0.17386763175036268,1654660.5203671989,2002900.0,0.9357650614074806,6499651,6945815,0.8248210834458721,0.8354922794556444,509991,516589.05384882225,618305,medaka_NZ_CP008697.1
23,23,medaka,100x,0,Not_App,Not_App,1,0.16954446059317252,1650831.0094763348,1987862.0,0.9357567556242932,6498753,6944917,0.8245251130105692,0.8352770201011587,509808,516455.9579136469,618305,medaka_NZ_CP008697.1
24,24,medaka,100x,0,Not_App,Not_App,2,0.16099922387654408,1644089.1408760017,1959580.0,0.9357380643843628,6496733,6942897,0.8238051185177517,0.8347463081725738,509362,516126.98132833507,618304,medaka_NZ_CP008697.1
25,25,medaka,100x,0,Not_App,Not_App,3,0.14585269874696072,1630447.6174698763,1908860.0,0.9356707877979756,6489472,6935636,0.8217583345328571,0.8331944337383635,508094,515164.9515748639,618301,medaka_NZ_CP008697.1
26,26,medaka,100x,0,Not_App,Not_App,4,0.123518492625613,1608064.8449126554,1834682.0,0.9355112497286252,6472314,6918478,0.8169836435712102,0.8296884471426211,505132,512987.24029536406,618289,medaka_NZ_CP008697.1
27,27,medaka,100x,0,Not_App,Not_App,5,0.09371893086833594,1559401.584412089,1720660.0,0.9350242943115602,6420464,6866628,0.8038183547621051,0.8206388481342035,496898,507295.95802881685,618172,medaka_NZ_CP008697.1
28,28,medaka,100x,0,Not_App,Not_App,6,0.06844119407573546,1262230.509027977,1354966.0,0.9311754430456288,6036464,6482628,0.7378859940180947,0.7684987312027085,455666,474570.2529808774,617529,medaka_NZ_CP008697.1
