,Unnamed: 0,tool,coverage,coverage_threshold,strand_bias_threshold,gaps_threshold,step_GT,error_rate,nb_of_correct_calls,nb_of_total_calls,recalls_wrt_truth_probes,nbs_of_truth_probes_found,nbs_of_truth_probes_in_total,recalls_wrt_variants_where_all_allele_seqs_were_found,recalls_wrt_variants_found_wrt_alleles,nbs_variants_where_all_allele_seqs_were_found,nbs_variants_found_wrt_alleles,nbs_variants_total,tool_long_name
488,983,pandora with denovo,100x,5,0.05,0.8,4,0.005153808028175777,3465374.601342638,3483327.0,0.9033583082839964,6254254,6923337,0.7711194313486063,0.8527830529572099,476787,527280.0255587078,618305,pandora_illumina_withdenovo
489,984,pandora with denovo,100x,5,0.05,0.8,5,0.005111405132810276,3460752.80856915,3478533.0,0.903040765793084,6231580,6900663,0.7671707884322088,0.8493688420139084,474344,525167.3031237256,618303,pandora_illumina_withdenovo
490,985,pandora with denovo,100x,5,0.05,0.8,6,0.005051714738056656,3453633.6444044146,3471169.0,0.902746312740106,6210687,6879770,0.7627919087952308,0.8461487118811726,471635,523174.5947048409,618301,pandora_illumina_withdenovo
491,986,pandora with denovo,100x,5,0.05,0.8,7,0.004972833755454209,3439896.4760980243,3457088.0,0.9022189596861808,6173583,6842666,0.754791837500465,0.8408569886685544,466681,519894.3083808692,618291,pandora_illumina_withdenovo
492,987,pandora with denovo,100x,5,0.05,0.8,8,0.004871176105180397,3411949.4371757973,3428651.0,0.9014166104928928,6117892,6786975,0.7414442334505482,0.8329046187392956,458389,514933.2856801446,618238,pandora_illumina_withdenovo
493,988,pandora with denovo,100x,5,0.05,0.8,9,0.004751774668068975,3354923.047948645,3370941.0,0.9000454744143676,6024791,6693874,0.7174732435195609,0.8200479564116459,443519,506927.4051190743,618168,pandora_illumina_withdenovo
494,989,pandora with denovo,100x,5,0.05,0.8,10,0.00459838882716157,3214969.027199868,3229821.0,0.8976702138121345,5869414,6538497,0.6708181368059624,0.7991168700678597,414575,493865.4133381182,618014,pandora_illumina_withdenovo
495,990,samtools,100x,5,Not_App,Not_App,0,0.007764551367358319,1630384.7317725846,1643143.0,0.9248256684060834,6423668,6945815,0.7948520552154681,0.8131551525653765,491461,502777.8966069351,618305,samtools_NZ_CP008697.1
496,991,samtools,100x,5,Not_App,Not_App,1,0.00774582751911279,1629772.5170289946,1642495.0,0.9248235903388364,6423476,6945623,0.7947339905063036,0.8130979267369632,491388,502742.51359109813,618305,samtools_NZ_CP008697.1
497,992,samtools,100x,5,Not_App,Not_App,2,0.007689325804235425,1629012.9259440382,1641636.0,0.9248196395295898,6423111,6945258,0.7945010957375406,0.8130027952909703,491244,502683.6933423834,618305,samtools_NZ_CP008697.1
498,993,samtools,100x,5,Not_App,Not_App,3,0.0076354638527014185,1628442.417610705,1640972.0,0.9248168358267582,6422852,6944999,0.7943264246609683,0.8129274130043164,491136,502637.08409763384,618305,samtools_NZ_CP008697.1
499,994,samtools,100x,5,Not_App,Not_App,4,0.007581390182986425,1627833.4807059432,1640269.0,0.9248134581155352,6422540,6944687,0.7941210244135176,0.8128339567891516,491009,502579.29965251643,618305,samtools_NZ_CP008697.1
500,995,samtools,100x,5,Not_App,Not_App,5,0.007523282826185419,1627343.231138843,1639679.0,0.924810307476705,6422249,6944396,0.7939479706617284,0.8127518599573879,490902,502528.5387709527,618305,samtools_NZ_CP008697.1
501,996,samtools,100x,5,Not_App,Not_App,6,0.007454293666643519,1626707.9717523963,1638925.0,0.9248063769282202,6421886,6944033,0.7937021372947008,0.812647520512359,490750,502464.0251703942,618305,samtools_NZ_CP008697.1
502,997,samtools,100x,5,Not_App,Not_App,7,0.007387430272259744,1626227.9439746183,1638331.0,0.924803398966381,6421611,6943758,0.7935258488933455,0.8125723842216218,490641,502417.56802614994,618305,samtools_NZ_CP008697.1
503,998,samtools,100x,5,Not_App,Not_App,8,0.00727605478954263,1625667.8563695762,1637583.0,0.9247994893565786,6421250,6943397,0.7932793468574469,0.812462695548799,490487,502348.122045909,618303,samtools_NZ_CP008697.1
504,999,samtools,100x,5,Not_App,Not_App,9,0.007181366682654122,1625124.9645044971,1636880.0,0.9247952760532612,6420861,6943008,0.7930157220650716,0.8123468666710489,490324,502276.5047033096,618303,samtools_NZ_CP008697.1
505,1000,samtools,100x,5,Not_App,Not_App,10,0.007066739057220661,1624366.3307743382,1635927.0,0.9247890581314852,6420287,6942434,0.7926721774669618,0.8121774485683892,490110,502170.1286272836,618301,samtools_NZ_CP008697.1
506,1001,samtools,100x,5,Not_App,Not_App,0,0.00920800831059465,1655165.5801327531,1670548.0,0.9111096394015678,6328399,6945815,0.7715512570656876,0.7890342545694033,477054,487863.82477153494,618305,samtools_NZ_CP011134.1
507,1002,samtools,100x,5,Not_App,Not_App,1,0.00918651764830858,1654428.646799419,1669768.0,0.911106951806214,6328189,6945605,0.7714558349034861,0.7889843477975297,476995,487832.96716495155,618305,samtools_NZ_CP011134.1
508,1003,samtools,100x,5,Not_App,Not_App,2,0.009133077632522912,1653596.372989896,1668838.0,0.9111022033238908,6327818,6945234,0.7712245574595062,0.7888855320120701,476852,487771.8688707229,618305,samtools_NZ_CP011134.1
509,1004,samtools,100x,5,Not_App,Not_App,3,0.009073114921562708,1652962.1642186858,1668097.0,0.9110994640764174,6327604,6945020,0.7710547383572832,0.7888127262956749,476747,487726.85273224727,618305,samtools_NZ_CP011134.1
510,1005,samtools,100x,5,Not_App,Not_App,4,0.00898940002323545,1652263.413821861,1667251.0,0.9110961101884328,6327342,6944758,0.7708699927543733,0.7887349503885659,476632,487677.97476505185,618304,samtools_NZ_CP011134.1
511,1006,samtools,100x,5,Not_App,Not_App,5,0.008920875365127534,1651638.3165996382,1666505.0,0.9110922567451998,6327041,6944457,0.7706431959734952,0.7886489313488682,476491,487624.0001997992,618303,samtools_NZ_CP011134.1
512,1007,samtools,100x,5,Not_App,Not_App,6,0.008853700163919731,1650873.0999329719,1665620.0,0.9110879932443604,6326708,6944124,0.7703811885111345,0.7885476807742905,476329,487561.39666578616,618303,samtools_NZ_CP011134.1
513,1008,samtools,100x,5,Not_App,Not_App,7,0.008752758056890464,1650252.1983206952,1664824.0,0.9110838958012064,6326388,6943804,0.7701495385750006,0.7884432153428658,476185,487496.0169329246,618302,samtools_NZ_CP011134.1
514,1009,samtools,100x,5,Not_App,Not_App,8,0.008622301413736766,1649531.5423683145,1663878.0,0.9110791704682192,6326019,6943435,0.7699308265715242,0.7883328577821265,476049,487426.9942995466,618301,samtools_NZ_CP011134.1
515,1010,samtools,100x,5,Not_App,Not_App,9,0.008497217868337126,1648875.0757016481,1663006.0,0.9110742397073333,6325634,6943050,0.7696607315854253,0.7882231908315925,475882,487359.1871143645,618301,samtools_NZ_CP011134.1
516,1011,samtools,100x,5,Not_App,Not_App,10,0.008355917695121895,1647984.54270409,1661871.0,0.9110679634025488,6325144,6942560,0.7693469685476815,0.7880884132650273,475688,487275.8540101797,618301,samtools_NZ_CP011134.1
517,1012,snippy,100x,5,Not_App,Not_App,0,0.00020366248749292826,1164298.827701465,1164536.0,0.8807666198998966,6117642,6945815,0.7321629292986471,0.7545531004636132,452700,466543.95478215435,618305,snippy_CP010116.1
518,1013,snippy,100x,5,Not_App,Not_App,1,0.00019833488521903145,1164074.077701465,1164305.0,0.880762602869364,6117408,6945581,0.7320400126151333,0.7544925327903623,452624,466506.505486945,618305,snippy_CP010116.1
519,1014,snippy,100x,5,Not_App,Not_App,2,0.00017212402889454914,1162656.8443681318,1162857.0,0.8807295980404568,6115486,6943659,0.7313397109840613,0.7540483649216347,452191,466231.8742728714,618305,snippy_CP010116.1
