,Unnamed: 0,tool,coverage,coverage_threshold,strand_bias_threshold,gaps_threshold,step_GT,error_rate,nb_of_correct_calls,nb_of_total_calls,recalls_wrt_truth_probes,nbs_of_truth_probes_found,nbs_of_truth_probes_in_total,recalls_wrt_variants_where_all_allele_seqs_were_found,recalls_wrt_variants_found_wrt_alleles,nbs_variants_where_all_allele_seqs_were_found,nbs_variants_found_wrt_alleles,nbs_variants_total,tool_long_name
60,126,nanopolish,100x,0,Not_App,Not_App,5,0.028410198321773824,1696514.3276859876,1746122.0,0.8880554604380074,6156837,6932942,0.7568712376799687,0.7785499023479756,467975,481378.96172155795,618302,nanopolish_NC_022648.1
61,127,nanopolish,100x,0,Not_App,Not_App,6,0.027215275343395073,1685415.6848288446,1732568.0,0.8878348493331557,6143201,6919306,0.7541573804217384,0.7764607001643244,466294,480084.0979902015,618298,nanopolish_NC_022648.1
62,128,nanopolish,100x,0,Not_App,Not_App,7,0.02589014304591264,1655784.141971702,1699792.0,0.8871652908073816,6102142,6878247,0.7493858129669075,0.7712097190023662,463343,476836.6556300061,618297,nanopolish_NC_022648.1
63,129,nanopolish,100x,0,Not_App,Not_App,8,0.02470271748865871,1595628.2919717026,1636043.0,0.8857434811194564,6016549,6792654,0.7394846397945287,0.7606721261904293,457213,470312.92621377576,618286,nanopolish_NC_022648.1
64,130,nanopolish,100x,0,Not_App,Not_App,9,0.02354367921109568,1483001.8253050356,1518759.0,0.8829601231527242,5855011,6631116,0.7156603004541751,0.7406441835127097,442467,457913.6354753019,618264,nanopolish_NC_022648.1
65,131,nanopolish,100x,0,Not_App,Not_App,10,0.02315126542170809,1290983.750643979,1321580.0,0.8779014347944215,5580276,6356381,0.6621943368820825,0.7065171054895861,409399,436801.3744005145,618246,nanopolish_NC_022648.1
66,132,pandora with denovo,100x,0,0.0,1.0,0,0.006464183392543843,4030905.954704242,4057132.0,0.9003656158420574,6253773,6945815,0.7812681443624101,0.8551681215564484,483062,528754.7253989597,618305,pandora_nanopore_withdenovo
67,133,pandora with denovo,100x,0,0.0,1.0,1,0.006445953477632993,4028507.953407637,4054644.0,0.9002983233126263,6249085,6941127,0.7805775466800365,0.8543980530656132,482635,528278.588200734,618305,pandora_nanopore_withdenovo
68,134,pandora with denovo,100x,0,0.0,1.0,2,0.006420340931607593,4024308.6096602776,4050313.0,0.9002421287960287,6245175,6937217,0.7795340156298521,0.8537159725646847,481989,527856.0007006348,618304,pandora_nanopore_withdenovo
69,135,pandora with denovo,100x,0,0.0,1.0,3,0.006364213078467461,4015721.401967732,4041442.0,0.9001202381208389,6236709,6928751,0.7775366162923093,0.8524036593012506,480754,527044.5921606005,618304,pandora_nanopore_withdenovo
70,136,pandora with denovo,100x,0,0.0,1.0,4,0.006245137426484472,3998666.841003861,4023796.0,0.8996834567330712,6206541,6898583,0.7717332764033168,0.8477585845362567,477165,524171.6760945212,618303,pandora_nanopore_withdenovo
71,137,pandora with denovo,100x,0,0.0,1.0,5,0.005984318489706597,3969689.0974913295,3993588.0,0.8992495419917564,6176830,6868872,0.7644431074191962,0.8432879249960034,472646,521394.8045699289,618288,pandora_nanopore_withdenovo
72,138,pandora with denovo,100x,0,0.0,1.0,6,0.005765288143598224,3928313.810372846,3951093.0,0.8985798375177603,6131473,6823515,0.7530019150147508,0.8365684720319884,465560,517226.86234016146,618272,pandora_nanopore_withdenovo
73,139,pandora with denovo,100x,0,0.0,1.0,7,0.00549399572356124,3855255.234395842,3876553.0,0.8975435635502258,6062458,6754500,0.7353448791794652,0.8266873839248405,454613,511083.7680512382,618231,pandora_nanopore_withdenovo
74,140,pandora with denovo,100x,0,0.0,1.0,8,0.005158145189227414,3724631.198425809,3743943.0,0.8959172562325537,5956918,6648960,0.7049293040411557,0.8119619918080657,435745,501906.1856162378,618140,pandora_nanopore_withdenovo
75,141,pandora with denovo,100x,0,0.0,1.0,9,0.0047844410849349215,3492252.200070879,3509041.0,0.8933197884406981,5795028,6487070,0.6550871537958666,0.78972622928161,404836,488041.3329812836,617988,pandora_nanopore_withdenovo
76,142,pandora with denovo,100x,0,0.0,1.0,10,0.00439437916186125,3091113.5205365573,3104757.0,0.8893090907229693,5559980,6252022,0.5708829505622162,0.7576982758859336,352603,467988.5516095675,617645,pandora_nanopore_withdenovo
77,143,nanopolish,100x,0,Not_App,Not_App,0,0.02882800725997825,1667995.666906929,1717508.0,0.8774744216481435,6094775,6945815,0.750110382416445,0.7636174456005553,463797,472148.4847020514,618305,nanopolish_NZ_CP016007.1
78,144,nanopolish,100x,0,Not_App,Not_App,1,0.02850458259309752,1666562.5002402626,1715461.0,0.8774605372361349,6093988,6945028,0.7498710183485496,0.7634865616170405,463649,472067.5584806242,618305,nanopolish_NZ_CP016007.1
79,145,nanopolish,100x,0,Not_App,Not_App,2,0.02811300881422308,1664839.5002402626,1712997.0,0.8774406136955621,6092859,6943899,0.7495362321184529,0.7632760617431171,463442,471937.4053560779,618305,nanopolish_NZ_CP016007.1
80,146,nanopolish,100x,0,Not_App,Not_App,3,0.027632035863628723,1662774.5002402626,1710026.0,0.8774124908927956,6091266,6942306,0.7490752945552761,0.7629831247886294,463157,471756.2809724335,618305,nanopolish_NZ_CP016007.1
81,147,nanopolish,100x,0,Not_App,Not_App,4,0.02704633575638381,1659998.0835735959,1706143.0,0.8773688953546178,6088798,6939838,0.7484267473172626,0.7625595190501179,462756,471494.3634262832,618305,nanopolish_NZ_CP016007.1
82,148,nanopolish,100x,0,Not_App,Not_App,5,0.02636731576752616,1656157.9585735959,1701009.0,0.8772955361752812,6084649,6935689,0.7474320925756706,0.7618643537868167,462141,471064.5392681578,618305,nanopolish_NZ_CP016007.1
83,149,nanopolish,100x,0,Not_App,Not_App,6,0.02548699560147228,1648348.791906929,1691459.0,0.8771165711850026,6074548,6925588,0.7457181118611941,0.7604236101611349,461079,470171.43900985,618302,nanopolish_NZ_CP016007.1
84,150,nanopolish,100x,0,Not_App,Not_App,7,0.024517558607668133,1626086.308573596,1666956.0,0.8765508208839503,6042809,6893849,0.7418898330578458,0.7564551586407371,458709,467714.71167725045,618298,nanopolish_NZ_CP016007.1
85,151,nanopolish,100x,0,Not_App,Not_App,8,0.023492068615916132,1572634.7752402627,1610468.0,0.8751209846166851,5963876,6814916,0.7326734434767138,0.7471407530867634,453001,461945.9205222496,618285,nanopolish_NZ_CP016007.1
86,152,nanopolish,100x,0,Not_App,Not_App,9,0.022727769046964497,1465863.3919069294,1499954.0,0.8721725706344781,5806686,6657726,0.7087426063975183,0.7285076388107949,438195,450415.146355189,618271,nanopolish_NZ_CP016007.1
87,153,nanopolish,100x,0,Not_App,Not_App,10,0.022613356241678373,1279972.8426395291,1309587.0,0.8666810997305393,5532451,6383491,0.6555287594480541,0.6959497411269988,405280,430270.2315020259,618249,nanopolish_NZ_CP016007.1
88,220,medaka,100x,0,Not_App,Not_App,0,0.16948003357818375,1611851.557312334,1940774.0,0.8704271564963939,6045826,6945815,0.7341247442605187,0.7411127223844062,453913,458233.7018138903,618305,medaka_CP010226.1
89,221,medaka,100x,0,Not_App,Not_App,1,0.16572727129214515,1607871.3046749737,1927273.0,0.8704143393757465,6045139,6945128,0.7339128747139356,0.7409493528852691,453782,458132.68963572633,618305,medaka_CP010226.1
90,222,medaka,100x,0,Not_App,Not_App,2,0.15811173401484244,1600911.1537259282,1901572.0,0.8703860842494989,6043625,6943614,0.7335311860651297,0.7406110129472355,453546,457923.4923603405,618305,medaka_CP010226.1
91,223,medaka,100x,0,Not_App,Not_App,3,0.14373325521274594,1587484.2941657775,1853960.0,0.8702780825078955,6037844,6937833,0.7321142938471715,0.7394456025614008,452667,457199.9555093166,618301,medaka_CP010226.1
92,224,medaka,100x,0,Not_App,Not_App,4,0.12144619566426228,1566974.5085523524,1783584.0,0.8700148271566032,6023793,6923782,0.7288426173774792,0.7367213617874565,450631,455502.29373003397,618283,medaka_CP010226.1
93,225,medaka,100x,0,Not_App,Not_App,5,0.09038235354548728,1524047.9935169,1675482.0,0.8692057816401622,5980965,6880954,0.7193374670197501,0.729556431395403,444675,450992.08786499046,618173,medaka_CP010226.1
94,226,medaka,100x,0,Not_App,Not_App,6,0.06357602015186803,1266864.5917370415,1352875.0,0.8630485164168793,5671601,6571590,0.6662736765734719,0.6883032646486567,411416,425019.0062813697,617488,medaka_CP010226.1
95,227,medaka,100x,0,Not_App,Not_App,7,0.3555333631747489,42697.848089583356,66253.0,0.82156514656818,4143807,5043796,0.04973521624007062,0.4989561500072219,30429,305271.3516974185,611820,medaka_CP010226.1
96,228,medaka,100x,0,Not_App,Not_App,8,0.6260220036856821,5906.982451784651,15795.0,0.8187913638935366,4066601,4966590,0.008264544041255555,0.4885276190249458,5045,298216.31122996885,610439,medaka_CP010226.1
97,229,medaka,100x,0,Not_App,Not_App,9,0.6688451467689899,3685.422361607912,11129.0,0.8186557187114324,4062886,4962875,0.005814010651372388,0.4879901180908824,3548,297795.96956496104,610250,medaka_CP010226.1
98,230,medaka,100x,0,Not_App,Not_App,10,0.6757594383759604,3015.7614636651924,9301.0,0.8186233383427493,4062000,4961989,0.005517980553502451,0.4878321963805203,3367,297668.8644128405,610187,medaka_CP010226.1
99,264,medaka,100x,0,Not_App,Not_App,0,0.19926728720377213,1575798.7392164853,1967946.0,0.8965895290905387,6227545,6945815,0.7709415256224679,0.7808025661124129,476677,482774.1306401356,618305,medaka_NZ_CP018109.1
100,265,medaka,100x,0,Not_App,Not_App,1,0.1951186243231825,1571696.6915723756,1952706.0,0.8965761131095359,6226644,6944914,0.7706164433410695,0.7805774607393372,476476,482634.946862436,618305,medaka_NZ_CP018109.1
101,266,medaka,100x,0,Not_App,Not_App,2,0.18689215645390056,1564305.6558845988,1923860.0,0.8965493452004337,6224847,6943117,0.7699416468274506,0.7801324384443952,476058,482359.00721992325,618304,medaka_NZ_CP018109.1
102,267,medaka,100x,0,Not_App,Not_App,3,0.17139994720979002,1549922.9139457769,1870532.0,0.8964564961450309,6218621,6936891,0.7681202783766429,0.7788234651742872,474928,481545.7696937966,618299,medaka_NZ_CP018109.1
103,268,medaka,100x,0,Not_App,Not_App,4,0.14722329894329544,1527166.1606795634,1790816.0,0.8962293250001264,6203435,6921705,0.763652684441641,0.7756949538971027,472155,479600.55457027024,618285,medaka_NZ_CP018109.1
104,269,medaka,100x,0,Not_App,Not_App,5,0.11156983813200773,1479325.950956556,1665101.0,0.8955490368529674,6158354,6876624,0.7518608936495842,0.7678313113146079,464738,474609.5866558515,618117,medaka_NZ_CP018109.1
105,270,medaka,100x,0,Not_App,Not_App,6,0.07979690204748657,1214664.408484926,1319996.0,0.8908431295698906,5861893,6580163,0.6955728761727051,0.7272740000783513,429430,449001.5130723722,617376,medaka_NZ_CP018109.1
106,271,medaka,100x,0,Not_App,Not_App,7,0.3875154916781221,41640.98426727951,67987.0,0.8586425775003823,4362963,5081233,0.053783919425476584,0.5405585268820863,32900,330663.4348034603,611707,medaka_NZ_CP018109.1
107,272,medaka,100x,0,Not_App,Not_App,8,0.6125922365966066,6084.626332013698,15706.0,0.8564746561182556,4286212,5004482,0.010696632747850106,0.5299584767208743,6529,323475.5250624105,610379,medaka_NZ_CP018109.1
108,273,medaka,100x,0,Not_App,Not_App,9,0.6493439506372456,3661.1998113965196,10441.0,0.8563580659224626,4282150,5000420,0.0075667932988727656,0.5292992422614126,4617,322960.40145367704,610166,medaka_NZ_CP018109.1
109,274,medaka,100x,0,Not_App,Not_App,10,0.6535905047976254,3015.841065231873,8706.0,0.8563339895215241,4281312,4999582,0.007220163351073681,0.5291123423517369,4405,322809.85273176763,610097,medaka_NZ_CP018109.1
110,297,nanopolish,100x,0,Not_App,Not_App,0,0.03206078838560955,1718287.624336289,1775202.0,0.8884441926541378,6170969,6945815,0.7641519961831135,0.7812838493108853,472479,483071.7104481669,618305,nanopolish_NZ_LT632320.1
111,298,nanopolish,100x,0,Not_App,Not_App,1,0.031604797759414494,1716272.291002956,1772285.0,0.8884269566817601,6169896,6944742,0.7636959105942859,0.7810497390695724,472197,482926.958915412,618305,nanopolish_NZ_LT632320.1
112,299,nanopolish,100x,0,Not_App,Not_App,2,0.03111001061755103,1713777.4576696227,1768805.0,0.8884042188996716,6168481,6943327,0.7631913052619662,0.7807395208916791,471885,482735.1494649297,618305,nanopolish_NZ_LT632320.1
113,300,nanopolish,100x,0,Not_App,Not_App,3,0.030434221819064636,1710868.6243362897,1764572.0,0.8883739624818752,6166599,6941445,0.7625007075795925,0.7803396442788745,471458,482487.9037558495,618305,nanopolish_NZ_LT632320.1
114,301,nanopolish,100x,0,Not_App,Not_App,4,0.02957169664402115,1707259.9576696232,1759285.0,0.8883254086264798,6163581,6938427,0.7613540243083915,0.7797181968090414,470749,482103.6596780144,618305,nanopolish_NZ_LT632320.1
115,302,nanopolish,100x,0,Not_App,Not_App,5,0.028592499523676262,1702117.7076696232,1752218.0,0.8882424412355717,6158430,6933276,0.7598491354562407,0.7787742426151156,469817,481518.4505316538,618303,nanopolish_NZ_LT632320.1
116,303,nanopolish,100x,0,Not_App,Not_App,6,0.027408275775479995,1690940.1910029566,1738592.0,0.8880186165946327,6144572,6919418,0.7573657490445592,0.7767064587352416,468280,480238.3801424586,618301,nanopolish_NZ_LT632320.1
117,304,nanopolish,100x,0,Not_App,Not_App,7,0.02614813440564645,1661582.1576696238,1706196.0,0.8873569457808828,6103927,6878773,0.7529621638756716,0.7716112096872759,465555,477085.6677272233,618298,nanopolish_NZ_LT632320.1
118,305,nanopolish,100x,0,Not_App,Not_App,8,0.024885864324921125,1603419.1778559592,1644340.0,0.8859892858656295,6021410,6796256,0.7438790858658558,0.7614704852784347,459933,470809.58634280344,618290,nanopolish_NZ_LT632320.1
119,306,nanopolish,100x,0,Not_App,Not_App,9,0.023806586883217573,1499456.5111892929,1536024.0,0.8834374055561314,5872621,6647467,0.7236246007035704,0.7432807225896808,447399,459551.888759135,618275,nanopolish_NZ_LT632320.1
