,Unnamed: 0,tool,coverage,coverage_threshold,strand_bias_threshold,gaps_threshold,step_GT,error_rate,nb_of_correct_calls,nb_of_total_calls,recalls_wrt_truth_probes,nbs_of_truth_probes_found,nbs_of_truth_probes_in_total,recalls_wrt_variants_where_all_allele_seqs_were_found,recalls_wrt_variants_found_wrt_alleles,nbs_variants_where_all_allele_seqs_were_found,nbs_variants_found_wrt_alleles,nbs_variants_total,tool_long_name
36,36,snippy,100x,0,Not_App,Not_App,3,5.807479899022638e-05,1311368.8380952382,1311445.0,0.8778197869669617,6091619,6939487,0.7206649156402029,0.7355404913901677,445590,454787.6279885064,618304,snippy_CP010170.1
37,37,snippy,100x,0,Not_App,Not_App,4,3.9934070175995366e-05,1307340.7904761904,1307393.0,0.8777248493279372,6086231,6934099,0.7190804434107825,0.7345414129741595,444606,454165.4865590969,618298,snippy_CP010170.1
38,38,snippy,100x,0,Not_App,Not_App,5,2.8457918620716786e-05,1302470.9333333329,1302508.0,0.8776016937481396,6079254,6927122,0.7168767356365713,0.7332907234312058,443237,453385.5880995568,618289,snippy_CP010170.1
39,39,snippy,100x,0,Not_App,Not_App,6,2.1143611004914565e-05,1296660.583333333,1296688.0,0.8774473512509688,6070530,6918398,0.7142993467287104,0.7317914685058438,441632,452446.9066075136,618273,snippy_CP010170.1
40,40,snippy,100x,0,Not_App,Not_App,7,7.1874462718168886e-06,1289275.7333333334,1289285.0,0.8772407947753194,6058889,6906757,0.7112629355382379,0.7298871224468508,439744,451258.5525497451,618258,snippy_CP010170.1
41,41,snippy,100x,0,Not_App,Not_App,8,1.6416882496761431e-06,1279168.9,1279171.0,0.8769457177917316,6042327,6890195,0.7071173697984905,0.7272910178741013,437164,449636.0351443772,618234,snippy_CP010170.1
42,42,snippy,100x,0,Not_App,Not_App,9,7.905925807349945e-07,1264873.0,1264874.0,0.8765259717375209,6018904,6866772,0.7018668504238872,0.7238195172790429,433899,447470.2923185254,618207,snippy_CP010170.1
43,43,snippy,100x,0,Not_App,Not_App,10,8.065381206234791e-07,1239866.0,1239867.0,0.8757796844136958,5977650,6825518,0.6946107106342777,0.7180675037015078,429375,443874.8635480945,618152,snippy_CP010170.1
44,44,snippy,100x,0,Not_App,Not_App,0,0.00026522327328470935,1377695.506150794,1378061.0,0.9139617165156284,6348209,6945815,0.7764646897566735,0.8009653872545895,480092,495240.90376644896,618305,snippy_NC_017646.1
45,45,snippy,100x,0,Not_App,Not_App,1,0.0002533731834161168,1376932.0339285715,1377281.0,0.9139504428066332,6347299,6944905,0.7760781491335182,0.8007592609496044,479853,495113.4548414451,618305,snippy_NC_017646.1
46,46,snippy,100x,0,Not_App,Not_App,2,0.000213776981406677,1373318.353373016,1373612.0,0.9138909653855528,6342502,6940108,0.7742926225730021,0.7996934436287224,478749,494454.45466285717,618305,snippy_NC_017646.1
47,47,snippy,100x,0,Not_App,Not_App,3,0.00016134285147650915,1367446.3367063496,1367667.0,0.9137906212177386,6334424,6932030,0.7711191978004205,0.7979993045020005,476783,493402.96997358685,618300,snippy_NC_017646.1
48,48,snippy,100x,0,Not_App,Not_App,4,0.00012627410027421515,1359636.2914682543,1359808.0,0.9136475024134674,6322935,6920541,0.7671420091833779,0.7957251641946289,474317,491989.70749506133,618291,snippy_NC_017646.1
49,49,snippy,100x,0,Not_App,Not_App,5,8.599402998910044e-05,1349273.960515873,1349390.0,0.9134419305616008,6306499,6904105,0.7616522151217989,0.7925995046381055,470909,490042.8735311154,618273,snippy_NC_017646.1
50,50,snippy,100x,0,Not_App,Not_App,6,4.762884160702807e-05,1334574.432738095,1334638.0,0.913116992552212,6280678,6878284,0.7543906470886993,0.7880960422405844,466399,487237.2257310722,618246,snippy_NC_017646.1
51,51,snippy,100x,0,Not_App,Not_App,7,3.255821131420421e-05,1306719.4541666666,1306762.0,0.9124367311916692,6227242,6824848,0.7422491624323192,0.7797690065512983,458828,482021.22932074405,618159,snippy_NC_017646.1
52,52,snippy,100x,0,Not_App,Not_App,8,1.915636279725685e-05,1201709.9791666665,1201733.0,0.9099224219169691,6036742,6634348,0.7100763378540617,0.7549515785116439,438857,466591.7834864935,618042,snippy_NC_017646.1
53,53,snippy,100x,0,Not_App,Not_App,9,1.243159567365648e-05,886506.9791666665,886518.0,0.9023357791634103,5521380,6118986,0.6417155750361755,0.6934460736365876,396466,428426.2401063038,617822,snippy_NC_017646.1
54,54,snippy,100x,0,Not_App,Not_App,10,1.4738024940230689e-05,578144.4791666667,578153.0,0.8940776982620126,5044322,5641928,0.5377521791157882,0.6348182884479048,332098,392042.8259419072,617567,snippy_NC_017646.1
55,55,snippy,100x,0,Not_App,Not_App,0,0.00032421083821276836,1366564.8011904764,1367008.0,0.8862877862425071,6155991,6945815,0.7500537760490373,0.7753056601928331,463762,479375.36622552964,618305,snippy_NC_022648.1
56,56,snippy,100x,0,Not_App,Not_App,1,0.0003121923112372471,1366088.3845238094,1366515.0,0.8862786011857882,6155430,6945254,0.7497723615367821,0.7751721267569214,463588,479292.8018344383,618305,snippy_NC_022648.1
57,57,snippy,100x,0,Not_App,Not_App,2,0.0002704421417654146,1362888.3178571432,1363257.0,0.8862055263417989,6150970,6940794,0.7481720127510298,0.7742237728939241,462597,478704.881451632,618303,snippy_NC_022648.1
58,58,snippy,100x,0,Not_App,Not_App,3,0.0002227537471893859,1357127.6273809527,1357430.0,0.8860687259645206,6142636,6932460,0.7457104087181121,0.7726607753899821,461072,477735.38476285065,618299,snippy_NC_022648.1
59,59,snippy,100x,0,Not_App,Not_App,4,0.00016373086371868068,1349794.960714286,1350016.0,0.8858835706809732,6131388,6921212,0.7422896338455517,0.7706121767436309,458951,476462.57337099634,618291,snippy_NC_022648.1
60,60,snippy,100x,0,Not_App,Not_App,5,0.00011454468998561841,1340402.4464285716,1340556.0,0.8856223991399205,6115584,6905408,0.7379035388497122,0.7678712907882764,456231,474759.4616685755,618280,snippy_NC_022648.1
61,61,snippy,100x,0,Not_App,Not_App,6,8.099707814768209e-05,1327556.4630952382,1327664.0,0.8852236392591817,6091593,6881417,0.7310606857085553,0.7637806642335883,451979,472208.15944308025,618251,snippy_NC_022648.1
62,62,snippy,100x,0,Not_App,Not_App,7,4.7587392509318434e-05,1307181.7916666665,1307244.0,0.8845204498448281,6049690,6839514,0.7220373692392055,0.7572694546536083,446370,468150.7922919525,618209,snippy_NC_022648.1
63,63,snippy,100x,0,Not_App,Not_App,8,3.017947357819573e-05,1232864.7916666665,1232902.0,0.8819645946388627,5901592,6691416,0.698020170383768,0.7377954727535863,431470,456056.4667550653,618134,snippy_NC_022648.1
64,64,snippy,100x,0,Not_App,Not_App,9,1.9966480567013e-05,962009.7916666664,962029.0,0.8729172284762309,5425212,6215036,0.6439017365358601,0.6808729609249293,397939,420787.6603271375,618012,snippy_NC_022648.1
65,65,snippy,100x,0,Not_App,Not_App,10,1.2462359877396526e-05,658641.7916666667,658650.0,0.8614843973877502,4912234,5702058,0.5750733982669269,0.621450997878889,355316,383970.9564514461,617862,snippy_NC_022648.1
66,66,snippy,100x,0,Not_App,Not_App,0,0.00020856445609351848,1335664.3697748329,1335943.0,0.8754703371742553,6080855,6945815,0.7405908087432578,0.7580928757338514,457911,468732.615530619,618305,snippy_NZ_CP016007.1
67,67,snippy,100x,0,Not_App,Not_App,1,0.00020152953733820758,1335239.855489119,1335509.0,0.8754595431414415,6080253,6945213,0.7403562966497117,0.7579640097636471,457766,468652.9370569118,618305,snippy_NZ_CP016007.1
68,68,snippy,100x,0,Not_App,Not_App,2,0.00019014503157988027,1332910.5054891189,1333164.0,0.8753977911400419,6076811,6941771,0.7393778151559506,0.7573241115252921,457161,468257.28477664577,618305,snippy_NZ_CP016007.1
69,69,snippy,100x,0,Not_App,Not_App,3,0.00016916335973993224,1328537.2221557852,1328762.0,0.8752771966323574,6070099,6935059,0.7378312286512784,0.7561163127089087,456204,467509.740613169,618304,snippy_NZ_CP016007.1
70,70,snippy,100x,0,Not_App,Not_App,4,0.00014727319812068984,1322944.1370879118,1323139.0,0.8751109794942958,6060869,6925829,0.7354998043027517,0.7545148418007632,454761,466518.0357150954,618302,snippy_NZ_CP016007.1
71,71,snippy,100x,0,Not_App,Not_App,5,0.00012397400191266342,1315673.8704212452,1315837.0,0.8748811496769832,6048147,6913107,0.7324556437917482,0.7523576465886382,452870,465175.209309289,618290,snippy_NZ_CP016007.1
72,72,snippy,100x,0,Not_App,Not_App,6,9.675360247829444e-05,1306272.601190476,1306399.0,0.8745712931311629,6031069,6896029,0.7283784483204803,0.7496280659393235,450336,463474.0435844374,618272,snippy_NZ_CP016007.1
73,73,snippy,100x,0,Not_App,Not_App,7,7.49531320769492e-05,1292695.101190476,1292792.0,0.8740904250146877,6004732,6869692,0.72312728872556,0.7456791586951067,447072,461014.6485049324,618248,snippy_NZ_CP016007.1
74,74,snippy,100x,0,Not_App,Not_App,8,5.975014651971034e-05,1266209.3392857143,1266285.0,0.8731210969181082,5952249,6817209,0.7141967480411251,0.7385035870554012,441525,456551.77956069366,618212,snippy_NZ_CP016007.1
75,75,snippy,100x,0,Not_App,Not_App,9,5.279992803230993e-05,1183538.5059523808,1183601.0,0.8702158447823757,5799644,6664604,0.6930299373299383,0.7196138164405207,428402,444835.03754323936,618158,snippy_NZ_CP016007.1
76,76,snippy,100x,0,Not_App,Not_App,10,3.701271819778196e-05,1057994.8392857143,1058034.0,0.8657945130536,5580082,6445042,0.6706876300368553,0.6935284882109011,414548,428665.7973922287,618094,snippy_NZ_CP016007.1
77,77,samtools,100x,0,Not_App,Not_App,0,0.010573133867427977,1586270.9191747943,1603222.0,0.8806252398026726,6116660,6945815,0.7303822547124801,0.7414283016790261,451599,458428.82606965024,618305,samtools_NC_007779.1
78,78,samtools,100x,0,Not_App,Not_App,1,0.010522743479497998,1585590.798143048,1602453.0,0.8806206679990307,6116394,6945549,0.7302350781572201,0.7413688603073579,451508,458392.07317234104,618305,samtools_NC_007779.1
79,79,samtools,100x,0,Not_App,Not_App,2,0.010139747526620502,1584623.7243335245,1600856.0,0.8806111623390424,6115841,6944996,0.7299649849184464,0.7412391111799524,451341,458311.84863812046,618305,samtools_NC_007779.1
80,80,samtools,100x,0,Not_App,Not_App,3,0.01008548011957433,1584122.5894128897,1600262.0,0.8806076037731312,6115634,6944789,0.7298566241579802,0.7411842285197373,451274,458277.91441489616,618305,samtools_NC_007779.1
81,81,samtools,100x,0,Not_App,Not_App,4,0.006789441608860414,1581493.1449684454,1592304.0,0.8805816903303078,6114127,6943282,0.7291789650738713,0.7408159043830015,450855,458050.17775953177,618305,samtools_NC_007779.1
82,82,samtools,100x,0,Not_App,Not_App,5,0.0066962660494552795,1580874.6783017784,1591532.0,0.8805768227822012,6113844,6942999,0.7290107632964313,0.7407463605877949,450751,458007.17848323646,618305,samtools_NC_007779.1
83,83,samtools,100x,0,Not_App,Not_App,6,0.0065593293711965215,1580067.3866351119,1590500.0,0.8805700281911514,6113449,6942604,0.7288328575702929,0.7406488576838999,450641,457946.8919502437,618305,samtools_NC_007779.1
84,84,samtools,100x,0,Not_App,Not_App,7,0.006495977529429875,1579537.2726851732,1589865.0,0.880564884429595,6113150,6942305,0.7286625996273678,0.7405673748162082,450535,457895.77011836076,618304,samtools_NC_007779.1
85,85,samtools,100x,0,Not_App,Not_App,8,0.006365567931898797,1578751.9655423157,1588866.0,0.8805567980224249,6112680,6941835,0.7284449993692402,0.7404459359472371,450399,457819.2030880486,618302,samtools_NC_007779.1
86,86,samtools,100x,0,Not_App,Not_App,9,0.006253072975972329,1578104.9012566018,1588035.0,0.8805498462780945,6112276,6941431,0.7282056341399509,0.7403358731161269,450251,457751.1510194475,618302,samtools_NC_007779.1
87,87,samtools,100x,0,Not_App,Not_App,10,0.006116132294719523,1577067.092526443,1586772.0,0.880538694265474,6111628,6940783,0.7278320303023441,0.7401777508709724,450020,457653.38371902396,618302,samtools_NC_007779.1
88,88,snippy,100x,0,Not_App,Not_App,0,0.0003770954999271492,1289170.6761488505,1289657.0,0.9215792531186046,6401119,6945815,0.7820638681556837,0.8063661215263985,483554,498580.20477037993,618305,snippy_NZ_CP008697.1
89,89,snippy,100x,0,Not_App,Not_App,1,0.0003640616221518567,1288663.6761488505,1289133.0,0.9215728848388632,6400555,6945251,0.7817824536434284,0.8062369505889044,483380,498500.3377338725,618305,snippy_NZ_CP008697.1
90,90,snippy,100x,0,Not_App,Not_App,2,0.0002849197323712138,1285718.5690059934,1286085.0,0.9215266273331664,6396461,6941157,0.7801635115355691,0.8052884902903474,482379,497913.8999889733,618305,snippy_NZ_CP008697.1
91,91,snippy,100x,0,Not_App,Not_App,3,0.0002168797515856857,1280428.2408008657,1280706.0,0.9214393648642588,6388751,6933447,0.777452332932772,0.8037112124857128,480698,496933.8389687037,618299,snippy_NZ_CP008697.1
92,92,snippy,100x,0,Not_App,Not_App,4,0.00015795558308295818,1273828.7598484848,1274030.0,0.921320110045764,6378242,6922938,0.7738895843644162,0.8016511546859709,478482,495646.4792215515,618282,snippy_NZ_CP008697.1
93,93,snippy,100x,0,Not_App,Not_App,5,0.0001201074480871034,1265207.020959596,1265359.0,0.921158759084468,6364074,6908770,0.7691866013230466,0.7989799967579232,475565,493985.36259552115,618270,snippy_NZ_CP008697.1
94,94,snippy,100x,0,Not_App,Not_App,6,7.230900987487132e-05,1253497.3542929292,1253588.0,0.9209073921420546,6342117,6886813,0.7625933492170555,0.7950917094306924,471468,491559.8837135596,618243,snippy_NZ_CP008697.1
95,95,snippy,100x,0,Not_App,Not_App,7,4.664116094277304e-05,1233652.458333333,1233710.0,0.920429238255192,6300733,6845429,0.7526395734623991,0.7884689116841556,465272,487421.2311072931,618187,snippy_NZ_CP008697.1
96,96,snippy,100x,0,Not_App,Not_App,8,3.77012851081604e-05,1148679.6916666671,1148723.0,0.9184059274252321,6130985,6675681,0.7236281390450121,0.7661283519925287,447276,473545.466623286,618102,snippy_NZ_CP008697.1
97,97,snippy,100x,0,Not_App,Not_App,9,3.746723469078006e-05,843594.3916666667,843626.0,0.9112773115019948,5594613,6139309,0.6503488808626873,0.7013235568551911,401900,433401.1263711436,617976,snippy_NZ_CP008697.1
98,98,snippy,100x,0,Not_App,Not_App,10,3.4317080634171944e-05,616532.8416666667,616554.0,0.9052915249810868,5206595,5751291,0.5802759681139481,0.6542714692177899,358509,404225.270469481,617825,snippy_NZ_CP008697.1
99,99,samtools,100x,0,Not_App,Not_App,0,0.016447227664186492,1759043.8076589366,1788459.0,0.8917936915970264,6194234,6945815,0.7702687185127082,0.7850716130675184,476261,485413.703717712,618305,samtools_NZ_LT632320.1
100,100,samtools,100x,0,Not_App,Not_App,1,0.016377479245603288,1757088.1882144918,1786344.0,0.8917771289745121,6193171,6944752,0.7700649355900405,0.7849085287349307,476135,485312.86785945133,618305,samtools_NZ_LT632320.1
101,101,samtools,100x,0,Not_App,Not_App,2,0.01576727092410546,1754619.2446400113,1782728.0,0.8917512543402852,6191511,6943092,0.7695473916594561,0.7846063615211855,475815,485126.03636035655,618305,samtools_NZ_LT632320.1
102,102,samtools,100x,0,Not_App,Not_App,3,0.015688526297726442,1752942.5859098525,1780882.0,0.8917340548940657,6190408,6941989,0.7691317391902055,0.7844062388458006,475558,485002.29950955283,618305,samtools_NZ_LT632320.1
103,103,samtools,100x,0,Not_App,Not_App,4,0.01023207263130177,1748468.5934856096,1766544.0,0.8916857331112806,6187311,6938892,0.7679122763037659,0.7837761978336525,474804,484612.7420015365,618305,samtools_NZ_LT632320.1
104,104,samtools,100x,0,Not_App,Not_App,5,0.0100989615593704,1746946.6657078315,1764769.0,0.8916695746251329,6186276,6937857,0.7673866457492662,0.7835795492179592,474479,484491.1531792103,618305,samtools_NZ_LT632320.1
105,105,samtools,100x,0,Not_App,Not_App,6,0.009934848255383377,1745024.482230198,1762535.0,0.8916500531167472,6185026,6936607,0.7665553408107649,0.783347109198208,473965,484347.4343527981,618305,samtools_NZ_LT632320.1
106,106,samtools,100x,0,Not_App,Not_App,7,0.009831438980397513,1743822.4890483797,1761137.0,0.8916376650238891,6184233,6935814,0.7659472266923282,0.7831797631736309,473589,484243.9634690719,618305,samtools_NZ_LT632320.1
107,107,samtools,100x,0,Not_App,Not_App,8,0.009635550687265626,1742498.711072189,1759452.0,0.8916233831778396,6183319,6934900,0.7653924842917329,0.7829664514359979,473246,484112.0717551347,618305,samtools_NZ_LT632320.1
108,108,samtools,100x,0,Not_App,Not_App,9,0.009486265719236386,1741499.4563102843,1758178.0,0.8916142245649678,6182733,6934314,0.7650605527378118,0.7828218396018738,473040,484021.87471319706,618304,samtools_NZ_LT632320.1
109,109,samtools,100x,0,Not_App,Not_App,10,0.009266590172210877,1739921.0606725141,1756195.0,0.8915983730691013,6181719,6933300,0.7645393924984999,0.7825640637518388,472717,483861.7083099532,618303,samtools_NZ_LT632320.1
110,110,samtools,100x,0,Not_App,Not_App,0,0.012772869151210564,1596751.0337061402,1617410.0,0.8607537056486532,5978636,6945815,0.7126224112695191,0.7230565346285741,440618,447069.4706435205,618305,samtools_CP010226.1
111,111,samtools,100x,0,Not_App,Not_App,1,0.012709235534256843,1596150.0170394736,1616697.0,0.8607492349104295,5978413,6945592,0.7125189024834022,0.7230086060138322,440554,447039.8361413825,618305,samtools_CP010226.1
112,112,samtools,100x,0,Not_App,Not_App,2,0.012211085275015243,1595102.2830651146,1614821.0,0.8607369840176669,5977802,6944981,0.7122254568979458,0.7228522084482176,440369,446939.520483533,618300,samtools_CP010226.1
113,113,samtools,100x,0,Not_App,Not_App,3,0.012150271821175007,1594627.5330651146,1614241.0,0.8607327729020869,5977592,6944771,0.7120782791525151,0.7227902525106443,440278,446901.2131273314,618300,samtools_CP010226.1
114,114,samtools,100x,0,Not_App,Not_App,4,0.007854455519498371,1592000.709255591,1604604.0,0.8606981719550756,5975867,6943046,0.7113587806507229,0.7223748233328604,439831,446642.18614223757,618297,samtools_CP010226.1
115,115,samtools,100x,0,Not_App,Not_App,5,0.007741593581507944,1591480.2812794002,1603897.0,0.8606931157686658,5975615,6942794,0.7112353953446245,0.7223109833477308,439754,446601.9917599686,618296,samtools_CP010226.1
116,116,samtools,100x,0,Not_App,Not_App,6,0.007552403431411725,1590657.2947714638,1602762.0,0.8606850491876575,5975213,6942392,0.7110413135456157,0.7222019285031894,439634,446534.563585808,618296,samtools_CP010226.1
117,117,samtools,100x,0,Not_App,Not_App,7,0.007466548273930451,1590167.6190138878,1602130.0,0.8606795103971181,5974937,6942116,0.7109033713680363,0.7221322262224781,439548,446490.7448122271,618295,samtools_CP010226.1
118,118,samtools,100x,0,Not_App,Not_App,8,0.0073581446288180094,1589509.461871031,1601292.0,0.8606715425962935,5974540,6941719,0.7106921799211701,0.7220337730230492,439416,446428.42762374016,618293,samtools_CP010226.1
119,119,samtools,100x,0,Not_App,Not_App,9,0.0072479253241618516,1588868.920204364,1600469.0,0.8606635738840527,5974143,6941322,0.7104528112076314,0.7219301958016905,439268,446364.3865528146,618293,samtools_CP010226.1
